,tweet_id,source,text,rating_numerator,rating_denominator,pets_name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,date,time,developmentalStage,dogTypeMax,dogConfsMax,new_dog_rating,dog_counts
115,870374049280663552,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13.0,10.0,Zoey,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1.0,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True,82443.0,26339.0,2017-06-01 00:00:00,2018-10-13 20:18:00,no-entry,golden_retriever,0.841001,13.0,1.0
119,869772420881756160,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13.0,10.0,Dewey,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1.0,Pembroke,0.980148,True,Cardigan,0.0192711,True,malamute,0.00013626,True,42326.0,10094.0,2017-05-31 00:00:00,2018-10-13 04:27:00,no-entry,Pembroke,0.980148,13.0,1.0
122,869227993411051520,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13.0,10.0,Gizmo,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1.0,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True,20417.0,3811.0,2017-05-29 00:00:00,2018-10-13 16:24:00,no-entry,Pembroke,0.664181,13.0,1.0
125,868622495443632128,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,13.0,10.0,,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1.0,Labrador_retriever,0.868107,True,Great_Pyrenees,0.060973,True,Saint_Bernard,0.0334889,True,27220.0,5843.0,2017-05-28 00:00:00,2018-10-13 00:18:00,no-entry,Labrador_retriever,0.868107,13.0,1.0
126,868552278524837888,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12.0,10.0,Cooper,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1.0,whippet,0.378151,True,Italian_greyhound,0.275935,True,American_Staffordshire_terrier,0.0949906,True,10151.0,2115.0,2017-05-27 00:00:00,2018-10-13 19:39:00,no-entry,whippet,0.378151,12.0,1.0
127,867900495410671616,Twitter for iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",12.0,10.0,,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1.0,Labrador_retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True,24219.0,4217.0,2017-05-26 00:00:00,2018-10-13 00:29:00,no-entry,Labrador_retriever,0.522644,12.0,1.0
131,867051520902168576,Twitter for iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",13.0,10.0,,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1.0,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True,32338.0,7962.0,2017-05-23 00:00:00,2018-10-13 16:16:00,no-entry,Samoyed,0.471403,13.0,1.0
134,866686824827068416,Twitter for iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,12.0,10.0,Lili,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1.0,flat-coated_retriever,0.51473,True,groenendael,0.30640700000000004,True,curly-coated_retriever,0.0613141,True,19413.0,3531.0,2017-05-22 00:00:00,2018-10-13 16:06:00,no-entry,flat-coated_retriever,0.51473,12.0,1.0
138,865718153858494464,Twitter for iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",13.0,10.0,Boomer,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1.0,golden_retriever,0.673664,True,kuvasz,0.157523,True,Labrador_retriever,0.126073,True,25765.0,5698.0,2017-05-19 00:00:00,2018-10-13 23:57:00,no-entry,golden_retriever,0.673664,13.0,1.0
139,865359393868664832,Twitter for iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,13.0,10.0,Sammy,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2.0,Chesapeake_Bay_retriever,0.832435,True,Labrador_retriever,0.163551,True,Weimaraner,0.00277025,True,26646.0,5080.0,2017-05-19 00:00:00,2018-10-13 00:12:00,no-entry,Chesapeake_Bay_retriever,0.832435,13.0,1.0
140,865006731092295680,Twitter for iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,13.0,10.0,Nelly,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1.0,Pembroke,0.989882,True,Cardigan,0.00990646,True,basenji,0.000134952,True,28210.0,7814.0,2017-05-18 00:00:00,2018-10-13 00:50:00,no-entry,Pembroke,0.989882,13.0,1.0
142,864279568663928832,Twitter for iPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,12.0,10.0,Meatball,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1.0,bull_mastiff,0.668613,True,French_bulldog,0.180562,True,Staffordshire_bullterrier,0.0522374,True,14730.0,3095.0,2017-05-16 00:00:00,2018-10-13 00:41:00,no-entry,bull_mastiff,0.668613,12.0,1.0
143,864197398364647424,Twitter for iPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,13.0,10.0,Paisley,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4.0,golden_retriever,0.945905,True,Labrador_retriever,0.0212636,True,Tibetan_mastiff,0.0204928,True,30393.0,9113.0,2017-05-15 00:00:00,2018-10-13 19:14:00,no-entry,golden_retriever,0.945905,13.0,1.0
150,863062471531167744,Twitter for iPhone,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",13.0,10.0,Quinn,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2.0,French_bulldog,0.935804,True,pug,0.0595762,True,boxer,0.00141218,True,8619.0,2510.0,2017-05-12 00:00:00,2018-10-13 16:05:00,no-entry,French_bulldog,0.935804,13.0,1.0
151,862831371563274240,Twitter for iPhone,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",13.0,10.0,Zooey,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2.0,Australian_terrier,0.207281,True,Irish_terrier,0.156296,True,German_shepherd,0.123536,True,19354.0,5188.0,2017-05-12 00:00:00,2018-10-13 00:46:00,no-entry,Australian_terrier,0.207281,13.0,1.0
154,862096992088072192,Twitter for iPhone,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,13.0,10.0,,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2.0,chow,0.677589,True,Pomeranian,0.270648,True,Pekinese,0.0381099,True,75423.0,23839.0,2017-05-10 00:00:00,2018-10-13 00:08:00,no-entry,chow,0.677589,13.0,1.0
156,861383897657036800,Twitter for iPhone,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,13.0,10.0,Hobbes,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1.0,Cardigan,0.771008,True,Pembroke,0.137174,True,French_bulldog,0.0633086,True,36484.0,10945.0,2017-05-08 00:00:00,2018-10-13 00:54:00,no-entry,Cardigan,0.771008,13.0,1.0
162,860524505164394496,Twitter for iPhone,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,13.0,10.0,Carl,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1.0,Bedlington_terrier,0.286558,True,toy_poodle,0.235193,True,Lakeland_terrier,0.08795069999999999,True,23942.0,5409.0,2017-05-05 00:00:00,2018-10-13 16:00:00,no-entry,Bedlington_terrier,0.286558,13.0,1.0
166,859924526012018688,Twitter for iPhone,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help clean. 12/10 very good girl https://t.co/g8vpXFzw29,12.0,10.0,Milky,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,1.0,French_bulldog,0.254587,True,Staffordshire_bullterrier,0.192558,True,hog,0.10027,False,19810.0,4208.0,2017-05-04 00:00:00,2018-10-13 00:15:00,no-entry,French_bulldog,0.254587,12.0,1.0
168,859607811541651456,Twitter for iPhone,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13/10 https://t.co/BArWupFAn0,13.0,10.0,,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1.0,golden_retriever,0.8955290000000001,True,Irish_setter,0.0240993,True,Labrador_retriever,0.0192854,True,18860.0,1613.0,2017-05-03 00:00:00,2018-10-13 03:17:00,puppo,golden_retriever,0.8955290000000001,13.0,1.0
169,859196978902773760,Twitter for iPhone,We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you... 12/10 https://t.co/g2nSyGenG9,12.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,1.0,Angora,0.224218,False,malamute,0.216163,True,Persian_cat,0.128383,False,91393.0,31099.0,2017-05-02 00:00:00,2018-10-13 00:04:00,no-entry,Angora,0.216163,12.0,1.0
172,858843525470990336,Twitter for iPhone,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq,13.0,10.0,,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1.0,golden_retriever,0.57812,True,Labrador_retriever,0.286059,True,bloodhound,0.0269173,True,15777.0,3579.0,2017-05-01 00:00:00,2018-10-13 00:40:00,doggo,golden_retriever,0.57812,13.0,1.0
173,858471635011153920,Twitter for iPhone,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble https://t.co/8jOC4zhNxy,13.0,10.0,Sophie,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,1.0,Pembroke,0.987407,True,Cardigan,0.00872303,True,basenji,0.00342373,True,21850.0,5000.0,2017-04-30 00:00:00,2018-10-13 00:02:00,no-entry,Pembroke,0.987407,13.0,1.0
174,858107933456039936,Twitter for iPhone,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12/10 keep your chin pup https://t.co/QXA4sCXSDF,12.0,10.0,Wyatt,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,1.0,golden_retriever,0.863874,True,Labrador_retriever,0.01592,True,doormat,0.0106153,False,15991.0,3009.0,2017-04-28 00:00:00,2018-10-13 23:57:00,no-entry,golden_retriever,0.863874,12.0,1.0
175,857989990357356544,Twitter for iPhone,This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way. 12/10 such excite https://t.co/sOl7cFaP5X,12.0,10.0,Rosie,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,1.0,French_bulldog,0.43258,True,English_springer,0.325898,True,Lakeland_terrier,0.0426179,True,16391.0,2664.0,2017-04-28 00:00:00,2018-10-13 16:08:00,no-entry,French_bulldog,0.43258,12.0,1.0
176,857746408056729600,Twitter for iPhone,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for https://t.co/7IFn3rkJai,13.0,10.0,Thor,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1.0,Labrador_retriever,0.919832,True,beagle,0.043513,True,golden_retriever,0.0233588,True,34889.0,10985.0,2017-04-28 00:00:00,2018-10-13 00:00:00,no-entry,Labrador_retriever,0.919832,13.0,1.0
178,857263160327368704,Twitter for iPhone,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 https://t.co/e3U4NReleC,13.0,10.0,Oscar,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1.0,Samoyed,0.998021,True,Pomeranian,0.000921636,True,keeshond,0.000311261,True,20385.0,4677.0,2017-04-26 00:00:00,2018-10-13 16:00:00,no-entry,Samoyed,0.998021,13.0,1.0
181,857029823797047296,Twitter for iPhone,This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12/10 would wink back https://t.co/uMH5CLjXJu,12.0,10.0,Zeke,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,2.0,golden_retriever,0.968623,True,Labrador_retriever,0.0103252,True,Saluki,0.00414842,True,19307.0,4148.0,2017-04-26 00:00:00,2018-10-13 00:33:00,no-entry,golden_retriever,0.968623,12.0,1.0
183,856543823941562368,Twitter for iPhone,This is Callie. She'll be your navigator today. Takes her job very seriously. Will shift for you. One ear always in the pupholder. 12/10 https://t.co/Bh9DtLhIBO,12.0,10.0,Callie,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,1.0,Boston_bull,0.30691,True,Siamese_cat,0.191218,False,Chihuahua,0.189288,True,16596.0,2983.0,2017-04-24 00:00:00,2018-10-13 16:22:00,no-entry,Boston_bull,0.30691,12.0,1.0
184,856526610513747968,Twitter for iPhone,"THIS IS CHARLIE, MARK. HE DID JUST WANT TO SAY HI AFTER ALL. PUPGRADED TO A 14/10. WOULD BE AN HONOR TO FLY WITH https://t.co/p1hBHCmWnA",14.0,10.0,,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,1.0,Old_English_sheepdog,0.798481,True,Tibetan_terrier,0.0606024,True,standard_poodle,0.0407219,True,12079.0,1945.0,2017-04-24 00:00:00,2018-10-13 15:13:00,no-entry,Old_English_sheepdog,0.798481,14.0,1.0
187,856282028240666624,Twitter for iPhone,"This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 for all https://t.co/GUefqUmZv8",14.0,10.0,Cermet,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,4.0,Chihuahua,0.8765430000000001,True,Italian_greyhound,0.032961800000000006,True,Cardigan,0.0207759,True,28310.0,6559.0,2017-04-23 00:00:00,2018-10-13 23:01:00,no-entry,Chihuahua,0.8765430000000001,14.0,1.0
191,855851453814013952,Twitter for iPhone,Here's a puppo participating in the #ScienceMarch. Cleverly disguising her own doggo agenda. 13/10 would keep the planet habitable for https://t.co/cMhq16isel,13.0,10.0,,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,1.0,flat-coated_retriever,0.321676,True,Labrador_retriever,0.115138,True,groenendael,0.0960997,True,46407.0,18415.0,2017-04-22 00:00:00,2018-10-13 18:31:00,multi-entry,flat-coated_retriever,0.321676,13.0,1.0
193,855459453768019968,Twitter for iPhone,"Guys, we only rate dogs. This is quite clearly a bulbasaur. Please only send dogs. Thank you... 12/10 human used pet, it's super effective https://t.co/Xc7uj1C64x",12.0,10.0,,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,2.0,Blenheim_spaniel,0.389513,True,Pekinese,0.18822,True,Japanese_spaniel,0.0826282,True,30640.0,8563.0,2017-04-21 00:00:00,2018-10-13 16:33:00,no-entry,Blenheim_spaniel,0.389513,12.0,1.0
196,854732716440526848,Twitter for iPhone,This is Marlee. She fetched a flower and immediately requested that it be placed behind her ear. 12/10 elegant af https://t.co/nJztIEON5s,12.0,10.0,Marlee,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,1.0,Pembroke,0.6955479999999999,True,Cardigan,0.0589017,True,chow,0.0284106,True,23433.0,6380.0,2017-04-19 00:00:00,2018-10-13 16:25:00,no-entry,Pembroke,0.6955479999999999,12.0,1.0
197,854482394044301312,Twitter for iPhone,This is Arya. She can barely contain her excitement for more peanut butter. Also patriotic af. 13/10 https://t.co/AL4Ahm1Rm5,13.0,10.0,Arya,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,1.0,Chihuahua,0.26024200000000003,True,toy_poodle,0.189158,True,Labrador_retriever,0.14419500000000002,True,30098.0,7182.0,2017-04-18 00:00:00,2018-10-13 23:50:00,no-entry,Chihuahua,0.26024200000000003,13.0,1.0
198,854365224396361728,Twitter for iPhone,This is Einstein. He's having a really good day. Hopes you are too. H*ckin nifty tongue. 13/10 would snug intensely https://t.co/mdaQhhfpv6,13.0,10.0,Einstein,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,1.0,Pembroke,0.90708,True,Cardigan,0.086272,True,Chihuahua,0.00141323,True,19404.0,4898.0,2017-04-18 00:00:00,2018-10-13 16:05:00,no-entry,Pembroke,0.90708,13.0,1.0
200,854010172552949760,Twitter for iPhone,"At first I thought this was a shy doggo, but it's actually a Rare Canadian Floofer Owl. Amateurs would confuse the two. 11/10 only send dogs https://t.co/TXdT3tmuYk",11.0,10.0,,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,1.0,English_springer,0.354733,True,collie,0.177538,True,Border_collie,0.131706,True,16651.0,3302.0,2017-04-17 00:00:00,2018-10-13 16:34:00,multi-entry,English_springer,0.354733,11.0,1.0
202,853639147608842240,Twitter for iPhone,A photographer took pictures before and after he told his bunny he's a good boy. Here are the results. 13/10 https://t.co/wiQZIsaWUe,13.0,10.0,,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,1.0,German_shepherd,0.509879,True,malinois,0.237311,True,kelpie,0.0469162,True,35926.0,10637.0,2017-04-16 00:00:00,2018-10-13 16:00:00,no-entry,German_shepherd,0.509879,13.0,1.0
205,852912242202992640,Twitter for iPhone,"Meet Benny. He likes being adorable and making fun of you while you're on the trampoline. 12/10 let's help him out

https://t.co/aVMjBqAy1x https://t.co/7gx2LksT3U",12.0,10.0,Benny,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,1.0,Great_Dane,0.7837649999999999,True,Rhodesian_ridgeback,0.114147,True,English_foxhound,0.0464395,True,9337.0,1933.0,2017-04-14 00:00:00,2018-10-13 15:51:00,no-entry,Great_Dane,0.7837649999999999,12.0,1.0
206,852672615818899456,Twitter for iPhone,This is Aspen. She's never tasted a stick so succulent. On the verge of tears. A face of pure appreciation. 12/10 https://t.co/VlyBzOXHEW,12.0,10.0,Aspen,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,1.0,golden_retriever,0.7112350000000001,True,otterhound,0.0682347,True,Sussex_spaniel,0.0465617,True,15386.0,2269.0,2017-04-13 00:00:00,2018-10-13 23:59:00,no-entry,golden_retriever,0.7112350000000001,12.0,1.0
213,851591660324737024,Twitter for iPhone,Oh jeez u did me quite the spook little fella. We normally don't rate triceratops but this one seems suspiciously good. 11/10 would pet well https://t.co/BMtfCmNbnS,11.0,10.0,,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,1.0,Cardigan,0.394507,True,Chihuahua,0.077254,True,French_bulldog,0.07655880000000001,True,16759.0,3665.0,2017-04-11 00:00:00,2018-10-13 00:24:00,no-entry,Cardigan,0.394507,11.0,1.0
217,850380195714523136,Twitter for iPhone,This is Leo. He's a personal triathlon coach. Currently overseeing this athlete's push-pups. H*ckin brutal. 13/10 would do all he asks of me https://t.co/FXZQtBcnTO,13.0,10.0,Leo,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,1.0,Yorkshire_terrier,0.249012,True,Maltese_dog,0.166364,True,Shih-Tzu,0.142254,True,13539.0,2770.0,2017-04-07 00:00:00,2018-10-13 16:10:00,no-entry,Yorkshire_terrier,0.249012,13.0,1.0
219,850145622816686080,Twitter for iPhone,This is Riley. He's making new friends. Jubilant as h*ck for the fun times ahead. 11/10 for all pups pictured https://t.co/PCX25VV78l,11.0,10.0,Riley,https://pbs.twimg.com/media/C8xS655XkAAv9vo.jpg,2.0,tennis_ball,0.7147979999999999,False,kelpie,0.10539,True,malinois,0.058552699999999985,True,16940.0,4055.0,2017-04-07 00:00:00,2018-10-13 00:38:00,no-entry,tennis_ball,0.10539,11.0,1.0
220,850019790995546112,Twitter for iPhone,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,12.0,10.0,Boomer,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,3.0,Shetland_sheepdog,0.759907,True,collie,0.107405,True,Pembroke,0.052335300000000015,True,21242.0,5190.0,2017-04-06 00:00:00,2018-10-13 16:18:00,pupper,Shetland_sheepdog,0.759907,12.0,1.0
223,849412302885593088,Twitter for iPhone,This is Noosh. He noticed you were in the shower and thought you could use some company. 12/10 h*ckin loyal https://t.co/Uq3ChFgWA3,12.0,10.0,Noosh,https://pbs.twimg.com/media/C8m3-iQVoAAETnF.jpg,4.0,schipperke,0.907559,True,crossword_puzzle,0.017933900000000003,False,Chihuahua,0.016190700000000002,True,16496.0,3330.0,2017-04-05 00:00:00,2018-10-13 00:04:00,no-entry,schipperke,0.907559,12.0,1.0
226,848690551926992896,Twitter for iPhone,Please stop sending in animals other than dogs. We only rate dogs. Not Furry Ecuadorian Sea Turtles. Thank you... 12/10 https://t.co/UOE79zb6VU,12.0,10.0,,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg,1.0,flat-coated_retriever,0.8236479999999999,True,Newfoundland,0.100571,True,groenendael,0.0383097,True,26228.0,4586.0,2017-04-03 00:00:00,2018-10-13 00:16:00,no-entry,flat-coated_retriever,0.8236479999999999,12.0,1.0
