carat,cut,cut_ord,color,clarity,clarity_ord,price,bid
0.42,Very Good,3,E,SI1,3,100.75999999999999,70.53199999999998
0.93,Ideal,5,D,SI2,2,4253.59,2977.513
0.3,Good,2,I,VVS1,7,749.0999999999999,524.3699999999999
0.3,Ideal,5,G,IF,8,1677.4,1174.18
0.43,Very Good,3,G,VS1,4,638.8900000000001,447.22300000000007
0.71,Good,2,I,VVS2,6,3744.4299999999994,2621.100999999999
0.41,Good,2,E,VVS2,6,1220.53,854.371
0.95,Premium,4,G,SI2,2,4263.75,2984.625
2.0,Very Good,3,G,SI2,2,12939.3,9057.509999999998
1.05,Very Good,3,G,VS2,5,6308.95,4416.264999999999
0.34,Very Good,3,I,SI1,3,-572.28,-400.59599999999995
2.0,Premium,4,J,I1,1,12643.4,8850.38
1.04,Very Good,3,F,VS2,5,6224.820000000001,4357.374
0.52,Ideal,5,G,SI1,3,1258.2600000000002,880.7820000000002
2.07,Very Good,3,H,SI2,2,13528.21,9469.747
0.91,Fair,1,H,SI2,2,3452.93,2417.051
0.5,Ideal,5,H,SI1,3,1090.0,763.0
1.51,Premium,4,E,SI2,2,8975.029999999999,6282.520999999999
0.3,Good,2,F,VVS1,7,749.0999999999999,524.3699999999999
0.55,Ideal,5,G,VS2,5,2418.6500000000005,1693.0550000000003
1.2,Premium,4,E,VVS2,6,8183.0,5728.099999999999
1.01,Premium,4,H,VS2,5,6130.529999999999,4291.370999999999
0.51,Ideal,5,G,VVS2,6,2536.13,1775.291
0.53,Ideal,5,I,VS1,4,1796.3900000000003,1257.4730000000002
1.2,Ideal,5,E,VVS1,7,8795.1,6156.57
0.71,Very Good,3,H,VVS2,6,3902.5299999999997,2731.7709999999997
0.32,Very Good,3,G,VVS1,7,1075.46,752.822
2.13,Ideal,5,I,SI2,2,14349.189999999999,10044.432999999999
1.1,Ideal,5,G,VS1,4,6591.800000000001,4614.26
0.7,Ideal,5,H,VVS2,6,4134.599999999999,2894.2199999999993
0.3,Premium,4,D,SI1,3,-750.6999999999998,-525.4899999999999
0.48,Very Good,3,E,SI1,3,605.5399999999997,423.8779999999998
0.3,Ideal,5,D,SI1,3,-592.5999999999999,-414.81999999999994
0.32,Ideal,5,F,VS2,5,483.65999999999985,338.5619999999999
0.71,Ideal,5,D,VS1,4,3310.7299999999996,2317.5109999999995
1.25,Ideal,5,F,VS1,4,7853.75,5497.625
0.51,Ideal,5,I,VVS2,6,2536.13,1775.291
0.73,Very Good,3,H,VS1,4,3162.79,2213.953
0.41,Good,2,G,VVS1,7,1674.53,1172.1709999999998
1.23,Ideal,5,F,VVS2,6,8593.49,6015.442999999999
0.55,Ideal,5,I,VVS1,7,3326.6500000000005,2328.655
0.58,Very Good,3,D,SI1,3,1446.84,1012.7879999999999
0.97,Premium,4,D,SI1,3,4886.01,3420.207
0.33,Ideal,5,E,VS2,5,567.79,397.453
0.33,Ideal,5,G,VVS2,6,1021.79,715.2529999999999
0.41,Ideal,5,J,VS1,4,786.8299999999999,550.781
0.27,Ideal,5,F,VVS1,7,971.0100000000002,679.7070000000001
0.3,Very Good,3,G,SI1,3,-908.8000000000002,-636.1600000000001
0.52,Ideal,5,E,VVS2,6,2620.26,1834.182
0.42,Ideal,5,E,VVS1,7,2232.96,1563.072
1.01,Good,2,E,SI2,2,4452.329999999999,3116.630999999999
0.39,Ideal,5,G,VVS1,7,1980.5700000000002,1386.3990000000001
0.43,Very Good,3,E,SI1,3,184.8900000000001,129.42300000000006
0.72,Ideal,5,F,VVS2,6,4302.86,3012.0019999999995
0.23,Very Good,3,H,VVS1,7,318.28999999999996,222.80299999999997
0.79,Very Good,3,D,VS1,4,3667.5700000000006,2567.2990000000004
0.35,Ideal,5,G,IF,8,2098.0499999999997,1468.6349999999998
0.24,Very Good,3,J,VVS2,6,-51.57999999999993,-36.105999999999945
0.68,Very Good,3,F,VVS2,6,3650.1400000000003,2555.098
1.02,Very Good,3,E,VS1,4,5602.56,3921.792
0.71,Ideal,5,F,SI2,2,2402.7299999999996,1681.9109999999996
0.76,Premium,4,I,VVS1,7,4935.280000000001,3454.6960000000004
0.41,Ideal,5,G,VVS2,6,1694.83,1186.3809999999999
0.7,Very Good,3,G,SI2,2,2002.3999999999994,1401.6799999999996
2.41,Premium,4,H,SI2,2,16546.730000000003,11582.711000000001
0.61,Good,2,H,VVS2,6,2903.13,2032.191
1.0,Ideal,5,D,SI1,3,5296.5,3707.5499999999997
0.71,Ideal,5,D,VS2,5,3764.7299999999996,2635.3109999999997
1.13,Very Good,3,F,SI1,3,6073.989999999999,4251.792999999999
0.41,Ideal,5,E,VS2,5,1240.83,868.5809999999999
0.76,Very Good,3,H,SI1,3,2961.1800000000003,2072.826
0.97,Ideal,5,I,I1,1,4136.11,2895.2769999999996
0.62,Premium,4,G,I1,1,1033.4600000000005,723.4220000000003
0.9,Good,2,F,SI1,3,3980.8999999999996,2786.6299999999997
0.79,Very Good,3,E,VS2,5,4121.570000000001,2885.099
0.3,Ideal,5,E,SI1,3,-592.5999999999999,-414.81999999999994
0.31,Ideal,5,G,VVS1,7,1307.5300000000002,915.2710000000001
0.32,Ideal,5,D,VS2,5,483.65999999999985,338.5619999999999
1.04,Good,2,D,SI1,3,5158.72,3611.104
1.21,Ideal,5,G,VVS1,7,8879.23,6215.460999999999
1.02,Fair,1,G,SI1,3,4832.360000000001,3382.652
0.35,Ideal,5,E,VS2,5,736.0499999999997,515.2349999999998
0.32,Ideal,5,D,SI1,3,-424.34000000000015,-297.03800000000007
1.02,Premium,4,F,VS1,4,5760.66,4032.4619999999995
0.36,Premium,4,E,SI2,2,-699.9200000000001,-489.944
0.38,Premium,4,G,VS1,4,376.34000000000015,263.4380000000001
1.05,Premium,4,H,SI1,3,5559.049999999999,3891.334999999999
0.41,Good,2,E,SI2,2,-595.47,-416.829
1.05,Very Good,3,D,VS2,5,6308.95,4416.264999999999
1.52,Premium,4,H,SI1,3,9513.16,6659.2119999999995
0.9,Ideal,5,H,SI1,3,4455.2,3118.64
1.15,Premium,4,H,SI2,2,5946.3499999999985,4162.444999999999
0.94,Ideal,5,D,SI1,3,4791.719999999999,3354.2039999999993
0.7,Premium,4,G,VS1,4,3068.4999999999995,2147.9499999999994
0.5,Ideal,5,D,VVS2,6,2452.0,1716.3999999999999
0.64,Ideal,5,G,VVS2,6,3629.8199999999997,2540.874
0.55,Ideal,5,I,VS2,5,2418.6500000000005,1693.0550000000003
0.38,Ideal,5,F,VS2,5,988.44,691.908
0.53,Ideal,5,D,VS2,5,2250.3900000000003,1575.2730000000001
1.68,Good,2,E,I1,1,9635.04,6744.528
1.22,Premium,4,H,SI1,3,6989.26,4892.482
2.0,Fair,1,H,SI2,2,12623.1,8836.17
1.01,Premium,4,F,SI2,2,4768.529999999999,3337.970999999999
0.9,Ideal,5,H,SI2,2,4001.2,2800.8399999999997
0.26,Ideal,5,H,VS1,4,-475.1199999999999,-332.5839999999999
1.01,Ideal,5,E,SI2,2,4926.629999999999,3448.640999999999
0.92,Very Good,3,F,SI1,3,4307.26,3015.082
1.5,Premium,4,E,SI2,2,8890.9,6223.629999999999
1.34,Very Good,3,H,VS2,5,8748.720000000001,6124.104
0.31,Ideal,5,D,VS2,5,399.5300000000002,279.6710000000001
0.61,Good,2,F,VS1,4,1995.1300000000003,1396.5910000000001
0.4,Good,2,F,SI1,3,-225.59999999999968,-157.91999999999976
0.3,Ideal,5,H,VS2,5,315.4000000000001,220.78000000000006
0.95,Ideal,5,E,SI2,2,4421.849999999999,3095.2949999999996
0.32,Ideal,5,G,VS1,4,29.659999999999854,20.761999999999897
1.66,Good,2,J,VS2,5,11282.78,7897.946
1.22,Premium,4,D,VS2,5,7897.26,5528.081999999999
2.53,Premium,4,H,SI2,2,17556.29,12289.403
0.3,Ideal,5,H,VS1,4,-138.5999999999999,-97.01999999999992
0.25,Very Good,3,H,VVS2,6,32.55000000000018,22.785000000000124
0.73,Ideal,5,G,VS1,4,3478.99,2435.2929999999997
0.3,Very Good,3,I,IF,8,1361.1999999999998,952.8399999999998
1.31,Premium,4,I,SI2,2,7292.43,5104.701
1.01,Very Good,3,F,VS2,5,5972.429999999999,4180.700999999999
0.41,Very Good,3,D,VS2,5,924.6299999999999,647.2409999999999
0.37,Premium,4,G,SI1,3,-161.78999999999996,-113.25299999999997
0.3,Very Good,3,F,VVS1,7,907.1999999999998,635.0399999999998
0.51,Premium,4,E,VS2,5,1924.0300000000002,1346.8210000000001
2.56,Good,2,J,SI2,2,17492.48,12244.735999999999
0.38,Premium,4,H,SI1,3,-77.65999999999985,-54.361999999999895
0.38,Very Good,3,G,VS1,4,218.24,152.768
0.58,Ideal,5,G,VS2,5,2671.04,1869.7279999999998
0.74,Ideal,5,G,SI2,2,2655.12,1858.5839999999998
0.31,Ideal,5,I,SI1,3,-508.4699999999998,-355.92899999999986
1.0,Good,2,G,VS2,5,5730.2,4011.1399999999994
0.31,Very Good,3,H,VS2,5,83.32999999999993,58.330999999999946
0.61,Premium,4,F,VVS2,6,3219.3300000000004,2253.531
0.81,Ideal,5,F,VS2,5,4606.030000000001,3224.2210000000005
0.58,Ideal,5,F,SI1,3,1763.04,1234.128
0.38,Very Good,3,F,VS2,5,672.24,470.568
0.54,Ideal,5,E,SI1,3,1426.5200000000004,998.5640000000002
0.57,Very Good,3,E,VS2,5,2270.71,1589.4969999999998
1.01,Premium,4,G,SI1,3,5222.529999999999,3655.770999999999
0.57,Fair,1,F,VS1,4,1500.5099999999998,1050.3569999999997
0.73,Premium,4,E,SI1,3,2866.89,2006.8229999999999
1.18,Ideal,5,E,SI2,2,6356.84,4449.788
0.31,Ideal,5,F,IF,8,1761.5300000000002,1233.0710000000001
0.3,Ideal,5,H,VS1,4,-138.5999999999999,-97.01999999999992
0.34,Ideal,5,E,VS2,5,651.9200000000001,456.344
0.7,Very Good,3,G,SI2,2,2002.3999999999994,1401.6799999999996
0.3,Ideal,5,G,VS1,4,-138.5999999999999,-97.01999999999992
0.58,Ideal,5,E,VVS2,6,3125.04,2187.528
1.24,Ideal,5,E,VS2,5,8223.62,5756.534000000001
1.23,Very Good,3,F,VS1,4,7369.29,5158.503
0.57,Ideal,5,E,SI1,3,1678.9099999999999,1175.2369999999999
0.32,Ideal,5,E,VVS1,7,1391.6599999999999,974.1619999999998
0.9,Ideal,5,G,VVS1,7,6271.2,4389.839999999999
0.39,Ideal,5,E,VVS2,6,1526.5700000000002,1068.5990000000002
0.8,Ideal,5,H,SI1,3,3613.9000000000005,2529.73
1.14,Ideal,5,G,VS1,4,6928.32,4849.824
0.72,Very Good,3,G,VS1,4,3078.66,2155.062
0.31,Ideal,5,E,VS2,5,399.5300000000002,279.6710000000001
0.54,Ideal,5,D,SI1,3,1426.5200000000004,998.5640000000002
0.32,Ideal,5,I,VS2,5,483.65999999999985,338.5619999999999
0.32,Ideal,5,D,VS2,5,483.65999999999985,338.5619999999999
0.27,Ideal,5,E,VS2,5,63.01000000000022,44.10700000000015
1.06,Ideal,5,F,I1,1,4893.280000000001,3425.2960000000003
1.01,Premium,4,F,VS2,5,6130.529999999999,4291.370999999999
1.04,Premium,4,G,SI2,2,5020.92,3514.644
0.25,Premium,4,E,VVS2,6,190.6500000000001,133.45500000000007
0.3,Ideal,5,H,VS2,5,315.4000000000001,220.78000000000006
0.51,Premium,4,G,SI2,2,562.0300000000001,393.42100000000005
0.73,Ideal,5,I,VS1,4,3478.99,2435.2929999999997
0.44,Ideal,5,I,VS1,4,1039.2199999999998,727.4539999999998
0.33,Very Good,3,I,SI1,3,-656.4100000000001,-459.487
0.7,Very Good,3,E,SI1,3,2456.3999999999996,1719.4799999999996
1.0,Good,2,H,VVS2,6,6184.2,4328.94
0.3,Ideal,5,G,VVS1,7,1223.4,856.38
0.76,Premium,4,E,SI2,2,2665.28,1865.696
0.79,Ideal,5,F,SI1,3,3529.7700000000004,2470.839
0.76,Ideal,5,F,VS2,5,4185.38,2929.766
0.51,Ideal,5,F,VS1,4,1628.13,1139.691
0.53,Ideal,5,D,VS2,5,2250.3900000000003,1575.2730000000001
0.56,Fair,1,E,VVS2,6,2324.3800000000006,1627.0660000000003
0.31,Ideal,5,F,VVS1,7,1307.5300000000002,915.2710000000001
0.41,Premium,4,E,VS1,4,628.73,440.111
0.54,Ideal,5,F,VS2,5,2334.5200000000004,1634.1640000000002
1.0,Very Good,3,G,SI1,3,4980.3,3486.21
1.01,Very Good,3,H,SI1,3,5064.429999999999,3545.100999999999
1.65,Ideal,5,G,VS1,4,11218.949999999999,7853.2649999999985
0.24,Ideal,5,F,IF,8,1172.62,820.8339999999998
0.33,Ideal,5,E,SI1,3,-340.21000000000004,-238.14700000000002
0.78,Ideal,5,F,VS2,5,4353.64,3047.5480000000002
1.01,Very Good,3,G,VS2,5,5972.429999999999,4180.700999999999
0.74,Very Good,3,E,SI2,2,2338.92,1637.244
0.51,Premium,4,D,VS1,4,1470.0300000000002,1029.0210000000002
2.01,Good,2,I,SI1,3,13319.329999999998,9323.530999999997
0.34,Ideal,5,G,SI1,3,-256.0799999999999,-179.25599999999994
1.23,Ideal,5,I,SI1,3,7231.49,5062.043
0.39,Ideal,5,F,VVS2,6,1526.5700000000002,1068.5990000000002
1.5,Very Good,3,H,VS1,4,9640.8,6748.5599999999995
0.31,Ideal,5,E,VVS1,7,1307.5300000000002,915.2710000000001
0.34,Ideal,5,D,VS2,5,651.9200000000001,456.344
0.34,Ideal,5,G,IF,8,2013.92,1409.744
0.33,Ideal,5,G,VS1,4,113.78999999999996,79.65299999999996
0.3,Ideal,5,H,SI1,3,-592.5999999999999,-414.81999999999994
0.28,Ideal,5,D,VS2,5,147.14000000000033,102.99800000000022
0.35,Very Good,3,D,VS1,4,-34.15000000000032,-23.90500000000022
0.3,Ideal,5,F,IF,8,1677.4,1174.18
1.4,Ideal,5,J,SI1,3,8661.699999999999,6063.189999999999
0.35,Premium,4,E,SI1,3,-330.0500000000002,-231.0350000000001
0.42,Premium,4,G,SI1,3,258.8600000000001,181.20200000000008
1.75,Ideal,5,I,SI1,3,11606.25,8124.374999999999
0.42,Ideal,5,E,SI2,2,-37.039999999999964,-25.927999999999972
1.26,Ideal,5,G,VS1,4,7937.879999999999,5556.515999999999
1.25,Ideal,5,J,VS1,4,7853.75,5497.625
1.01,Premium,4,E,SI1,3,5222.529999999999,3655.770999999999
0.23,Good,2,E,VVS1,7,160.1899999999996,112.13299999999971
1.15,Ideal,5,J,VS1,4,7012.449999999999,4908.714999999999
1.02,Premium,4,I,SI2,2,4852.66,3396.8619999999996
0.39,Ideal,5,H,IF,8,2434.57,1704.199
0.37,Premium,4,I,VVS1,7,1654.21,1157.947
0.9,Good,2,H,SI1,3,3980.8999999999996,2786.6299999999997
0.27,Very Good,3,G,VVS1,7,654.8100000000004,458.36700000000025
0.53,Premium,4,F,I1,1,276.2900000000003,193.4030000000002
0.57,Premium,4,G,VS1,4,1974.81,1382.367
0.76,Premium,4,H,SI1,3,3119.28,2183.496
1.02,Ideal,5,J,SI2,2,5010.76,3507.532
0.58,Premium,4,E,VS2,5,2512.94,1759.058
0.7,Good,2,D,SI2,2,1844.2999999999995,1291.0099999999995
0.32,Good,2,D,SI1,3,-898.6400000000003,-629.0480000000002
0.72,Very Good,3,E,VS2,5,3532.66,2472.8619999999996
0.73,Premium,4,E,VS2,5,3774.89,2642.423
1.02,Very Good,3,G,VS2,5,6056.56,4239.592
0.4,Very Good,3,D,VS2,5,840.5000000000002,588.3500000000001
0.31,Ideal,5,H,VS1,4,-54.4699999999998,-38.128999999999856
1.04,Ideal,5,G,VS2,5,6541.02,4578.714
0.71,Very Good,3,F,VS2,5,3448.5299999999997,2413.9709999999995
0.34,Premium,4,I,VVS1,7,1401.8200000000002,981.274
0.3,Very Good,3,G,VVS1,7,907.1999999999998,635.0399999999998
0.71,Premium,4,D,VS2,5,3606.6299999999997,2524.6409999999996
2.28,Premium,4,H,SI2,2,15453.039999999999,10817.127999999999
0.72,Very Good,3,E,SI1,3,2624.66,1837.2619999999997
0.91,Good,2,E,VS2,5,4973.03,3481.1209999999996
0.5,Very Good,3,E,VS1,4,1227.8,859.4599999999999
0.91,Premium,4,F,SI2,2,3927.23,2749.0609999999997
0.3,Ideal,5,E,VS2,5,315.4000000000001,220.78000000000006
0.41,Premium,4,E,SI2,2,-279.27,-195.48899999999998
0.71,Premium,4,I,VVS1,7,4514.629999999999,3160.240999999999
0.92,Good,2,E,SI1,3,4149.16,2904.412
0.3,Ideal,5,D,VS2,5,315.4000000000001,220.78000000000006
0.7,Premium,4,H,SI1,3,2614.4999999999995,1830.1499999999996
2.36,Premium,4,H,SI2,2,16126.08,11288.256
0.35,Ideal,5,I,IF,8,2098.0499999999997,1468.6349999999998
0.7,Ideal,5,E,VS1,4,3226.5999999999995,2258.6199999999994
0.81,Ideal,5,J,VS2,5,4606.030000000001,3224.2210000000005
0.53,Ideal,5,G,SI2,2,888.3900000000003,621.8730000000002
1.07,Ideal,5,G,SI1,3,5885.41,4119.786999999999
1.51,Very Good,3,J,VS1,4,9724.93,6807.451
0.31,Ideal,5,F,VS2,5,399.5300000000002,279.6710000000001
1.61,Premium,4,H,SI1,3,10270.33,7189.231
0.3,Good,2,G,VVS2,6,295.0999999999999,206.56999999999994
0.39,Ideal,5,D,VVS2,6,1526.5700000000002,1068.5990000000002
0.43,Ideal,5,E,VVS2,6,1863.0900000000001,1304.163
1.04,Premium,4,I,SI1,3,5474.92,3832.444
0.35,Ideal,5,E,VS2,5,736.0499999999997,515.2349999999998
1.02,Very Good,3,F,SI1,3,5148.56,3603.992
0.92,Ideal,5,G,VS2,5,5531.46,3872.022
0.9,Very Good,3,F,VS1,4,4593.0,3215.1
0.59,Very Good,3,D,SI1,3,1530.97,1071.6789999999999
1.09,Ideal,5,H,SI1,3,6053.67,4237.5689999999995
0.5,Ideal,5,E,VS2,5,1998.0,1398.6
0.81,Premium,4,H,SI2,2,3085.9300000000007,2160.1510000000003
0.54,Good,2,H,VS1,4,1406.2200000000005,984.3540000000003
0.52,Ideal,5,D,VS2,5,2166.26,1516.382
0.92,Premium,4,F,SI2,2,4011.36,2807.9519999999998
2.12,Very Good,3,H,SI2,2,13948.86,9764.202
2.01,Good,2,I,SI2,2,12865.329999999998,9005.730999999998
1.2,Very Good,3,F,VVS2,6,8024.900000000001,5617.43
1.18,Premium,4,G,SI2,2,6198.74,4339.1179999999995
0.61,Ideal,5,F,VS1,4,2469.4300000000003,1728.601
1.06,Very Good,3,F,VS2,5,6393.080000000001,4475.156
0.42,Premium,4,H,VVS1,7,2074.86,1452.402
0.51,Premium,4,D,VS2,5,1924.0300000000002,1346.8210000000001
0.3,Ideal,5,E,VVS1,7,1223.4,856.38
0.31,Ideal,5,E,VS2,5,399.5300000000002,279.6710000000001
1.11,Very Good,3,H,SI1,3,5905.7300000000005,4134.011
0.31,Premium,4,H,VVS2,6,695.4300000000003,486.80100000000016
0.72,Ideal,5,G,VS2,5,3848.8599999999997,2694.2019999999998
0.76,Very Good,3,I,SI1,3,2961.1800000000003,2072.826
0.35,Premium,4,F,VS2,5,577.9499999999998,404.5649999999998
0.8,Good,2,G,VS2,5,4047.6000000000004,2833.32
1.02,Premium,4,D,SI2,2,4852.66,3396.8619999999996
0.7,Ideal,5,F,SI1,3,2772.5999999999995,1940.8199999999995
1.13,Ideal,5,G,VS2,5,7298.189999999999,5108.732999999998
1.01,Fair,1,E,SI2,2,4294.23,3005.9609999999993
0.57,Very Good,3,D,SI1,3,1362.7099999999998,953.8969999999998
2.01,Good,2,G,SI2,2,12865.329999999998,9005.730999999998
0.52,Ideal,5,G,SI2,2,804.2600000000002,562.9820000000001
1.51,Good,2,I,SI1,3,9112.829999999998,6378.980999999998
1.64,Ideal,5,G,VVS2,6,12042.82,8429.974
0.8,Fair,1,G,SI2,2,2527.5000000000005,1769.2500000000002
0.3,Good,2,D,VS2,5,-158.9000000000001,-111.23000000000006
0.43,Ideal,5,G,IF,8,2771.09,1939.763
0.32,Ideal,5,G,VS2,5,483.65999999999985,338.5619999999999
0.31,Ideal,5,E,VS1,4,-54.4699999999998,-38.128999999999856
2.16,Ideal,5,I,SI2,2,14601.580000000002,10221.106
0.6,Ideal,5,G,VS2,5,2839.3,1987.51
1.25,Very Good,3,I,SI1,3,7083.55,4958.485
1.71,Premium,4,G,SI1,3,11111.63,7778.140999999999
0.42,Ideal,5,F,VVS2,6,1778.96,1245.272
0.31,Good,2,F,SI1,3,-982.77,-687.939
0.9,Good,2,D,SI1,3,3980.8999999999996,2786.6299999999997
0.31,Good,2,F,VVS2,6,379.23,265.461
0.55,Very Good,3,E,VS2,5,2102.4500000000007,1471.7150000000004
1.32,Very Good,3,G,SI2,2,7218.46,5052.922
0.79,Ideal,5,F,SI2,2,3075.7700000000004,2153.039
0.4,Ideal,5,F,VS2,5,1156.7000000000003,809.6900000000002
0.31,Ideal,5,G,VVS1,7,1307.5300000000002,915.2710000000001
0.7,Very Good,3,F,SI1,3,2456.3999999999996,1719.4799999999996
0.9,Good,2,D,VS2,5,4888.9,3422.2299999999996
0.36,Premium,4,E,VS2,5,662.0799999999999,463.4559999999999
0.51,Very Good,3,E,VS2,5,1765.93,1236.151
0.34,Ideal,5,G,SI1,3,-256.0799999999999,-179.25599999999994
0.31,Very Good,3,G,SI1,3,-824.6700000000001,-577.269
0.41,Premium,4,F,VS2,5,1082.73,757.911
1.73,Premium,4,H,SI1,3,11279.89,7895.922999999999
0.31,Ideal,5,F,IF,8,1761.5300000000002,1233.0710000000001
0.28,Ideal,5,E,VVS2,6,601.1400000000003,420.79800000000023
0.32,Very Good,3,D,SI1,3,-740.54,-518.3779999999999
0.51,Very Good,3,G,VS2,5,1765.93,1236.151
1.21,Ideal,5,F,SI2,2,6609.23,4626.460999999999
0.71,Very Good,3,D,VS2,5,3448.5299999999997,2413.9709999999995
0.9,Very Good,3,E,SI1,3,4139.0,2897.2999999999997
0.92,Premium,4,J,VS2,5,5373.360000000001,3761.3520000000003
0.41,Ideal,5,E,VS2,5,1240.83,868.5809999999999
1.11,Premium,4,G,SI2,2,5609.83,3926.881
0.58,Premium,4,E,VS2,5,2512.94,1759.058
0.25,Very Good,3,G,VS2,5,-421.4499999999998,-295.0149999999999
1.0,Good,2,E,SI2,2,4368.2,3057.74
1.01,Very Good,3,G,VS1,4,5518.429999999999,3862.9009999999994
0.37,Very Good,3,D,VVS1,7,1496.11,1047.2769999999998
1.15,Ideal,5,G,VVS1,7,8374.449999999999,5862.114999999999
1.2,Ideal,5,G,VS1,4,7433.1,5203.17
1.5,Good,2,H,VS1,4,9482.7,6637.89
1.5,Ideal,5,H,VS1,4,9957.0,6969.9
0.84,Good,2,G,SI1,3,3476.12,2433.2839999999997
0.51,Premium,4,F,VVS2,6,2378.03,1664.621
1.54,Ideal,5,G,SI2,2,9385.52,6569.864
0.35,Good,2,E,VS1,4,-192.25000000000023,-134.57500000000016
1.01,Premium,4,G,VS2,5,6130.529999999999,4291.370999999999
1.11,Very Good,3,F,VVS1,7,7721.7300000000005,5405.211
1.16,Premium,4,G,VVS1,7,8300.48,5810.335999999999
1.01,Fair,1,G,SI1,3,4748.23,3323.7609999999995
1.26,Ideal,5,J,SI1,3,7483.879999999999,5238.715999999999
1.03,Ideal,5,G,VVS1,7,7364.889999999999,5155.422999999999
0.53,Ideal,5,E,VS2,5,2250.3900000000003,1575.2730000000001
0.3,Ideal,5,D,VS1,4,-138.5999999999999,-97.01999999999992
1.06,Premium,4,G,SI2,2,5189.18,3632.426
1.22,Premium,4,H,VS1,4,7443.26,5210.282
0.39,Very Good,3,E,VS1,4,302.3700000000001,211.65900000000008
0.7,Very Good,3,F,VS2,5,3364.3999999999996,2355.0799999999995
1.5,Premium,4,E,SI1,3,9344.9,6541.429999999999
0.72,Very Good,3,E,SI1,3,2624.66,1837.2619999999997
1.03,Ideal,5,G,SI1,3,5548.889999999999,3884.2229999999995
0.31,Good,2,G,SI1,3,-982.77,-687.939
2.51,Very Good,3,I,SI2,2,17229.929999999997,12060.950999999997
2.63,Ideal,5,J,SI2,2,18555.69,12988.982999999998
1.27,Ideal,5,G,VS2,5,8476.01,5933.206999999999
0.81,Premium,4,D,SI1,3,3539.9300000000007,2477.9510000000005
0.9,Ideal,5,G,SI1,3,4455.2,3118.64
0.33,Ideal,5,E,VS2,5,567.79,397.453
1.61,Ideal,5,G,VS1,4,10882.43,7617.701
0.36,Ideal,5,F,VS2,5,820.1799999999998,574.1259999999999
1.3,Premium,4,D,SI1,3,7662.299999999999,5363.609999999999
0.9,Fair,1,H,VS2,5,4730.799999999999,3311.5599999999995
1.0,Good,2,D,SI1,3,4822.2,3375.5399999999995
1.52,Very Good,3,D,SI2,2,8901.060000000001,6230.742
0.55,Very Good,3,D,VS2,5,2102.4500000000007,1471.7150000000004
1.0,Very Good,3,I,VS1,4,5434.3,3804.0099999999998
0.34,Premium,4,I,VVS1,7,1401.8200000000002,981.274
0.53,Very Good,3,F,VS2,5,1934.1900000000003,1353.9330000000002
0.7,Premium,4,F,SI1,3,2614.4999999999995,1830.1499999999996
1.18,Premium,4,I,VS1,4,7106.74,4974.718
0.42,Ideal,5,G,SI1,3,416.96000000000004,291.872
2.26,Ideal,5,I,SI2,2,15442.879999999997,10810.015999999998
0.42,Very Good,3,H,VS2,5,1008.76,706.132
0.73,Ideal,5,I,VS1,4,3478.99,2435.2929999999997
0.31,Ideal,5,E,VS2,5,399.5300000000002,279.6710000000001
0.74,Ideal,5,F,VS1,4,3563.12,2494.1839999999997
1.31,Premium,4,J,SI1,3,7746.43,5422.501
1.01,Good,2,E,VS2,5,5814.329999999999,4070.030999999999
0.4,Premium,4,F,SI1,3,90.60000000000036,63.42000000000025
0.4,Very Good,3,E,VS2,5,840.5000000000002,588.3500000000001
1.52,Very Good,3,F,VS2,5,10263.060000000001,7184.142000000001
0.32,Premium,4,G,SI1,3,-582.44,-407.708
0.3,Ideal,5,E,SI1,3,-592.5999999999999,-414.81999999999994
0.61,Ideal,5,E,VS1,4,2469.4300000000003,1728.601
2.0,Very Good,3,J,SI1,3,13393.3,9375.31
0.51,Ideal,5,D,VS1,4,1628.13,1139.691
0.7,Ideal,5,F,SI1,3,2772.5999999999995,1940.8199999999995
0.91,Very Good,3,D,SI2,2,3769.13,2638.391
0.71,Very Good,3,G,VVS2,6,3902.5299999999997,2731.7709999999997
0.42,Ideal,5,D,VS2,5,1324.96,927.472
1.56,Very Good,3,H,SI2,2,9237.58,6466.306
0.33,Ideal,5,E,VS2,5,567.79,397.453
0.54,Ideal,5,F,VS1,4,1880.5200000000004,1316.3640000000003
0.36,Ideal,5,E,SI1,3,-87.82000000000016,-61.47400000000011
1.21,Premium,4,H,VS1,4,7359.129999999999,5151.390999999999
0.27,Very Good,3,D,VS2,5,-253.1899999999996,-177.23299999999972
2.07,Premium,4,H,SI1,3,14140.31,9898.216999999999
0.3,Very Good,3,I,VS2,5,-0.8000000000001819,-0.5600000000001273
0.31,Very Good,3,G,VVS1,7,991.3299999999999,693.9309999999999
1.51,Premium,4,E,SI1,3,9429.029999999999,6600.320999999999
0.41,Premium,4,D,SI2,2,-279.27,-195.48899999999998
0.43,Ideal,5,F,SI1,3,501.09000000000015,350.7630000000001
2.02,Premium,4,F,SI2,2,13265.659999999998,9285.961999999998
0.71,Very Good,3,I,VS1,4,2994.5299999999997,2096.171
0.25,Ideal,5,I,VS2,5,-105.25,-73.675
0.3,Ideal,5,G,VVS1,7,1223.4,856.38
0.48,Premium,4,F,VS2,5,1671.6399999999999,1170.148
0.73,Ideal,5,G,VS2,5,3932.99,2753.093
0.35,Ideal,5,H,VVS1,7,1644.0499999999997,1150.8349999999998
0.73,Premium,4,E,SI2,2,2412.89,1689.023
